date,title,source,link,summary,sentiment_label,sentiment_score
2025-09-21,White House scrambles to clarify Trump plan to add $100K fee to visas for highly skilled workers,NewsAPI - CBC News,https://www.cbc.ca/news/world/trump-travel-ban-1.7639454,"President Donald Trump's latest plan to overhaul the U.S. immigration system has created confusion, leaving the White House scrambling to clarify that a new $100,000 fee on visas for skilled workers only applies to new applicants and not current visa holders.",negative,0.929978
2025-09-21,India Fears 'Disruption' From Trump Plan To Charge $100K For Visa That Brings Tech Workers To US,NewsAPI - HuffPost,https://www.huffpost.com/entry/h1b-visa-changes_n_68cef7e0e4b0d0f3ddb51c18,More than 70% of H-1B visa holders are from India.,negative,0.906307
2025-09-21,India expresses concern about Trump plan to hike fees on H-1B visas,NewsAPI - Roanoke Times,https://roanoke.com/news/nation-world/business/article_622d7bea-de31-568e-b224-6ac42a0df538.html,"More than 70% of H-1B visa holders are from India. Its government warned, ""this measure is likely to have humanitarian consequences.""",negative,0.946988
2025-09-21,Market Cap Of Seven Most Valued Firms Jumps By Rs 1.18 Lakh Crore - Check Biggest Winners,NewsAPI - Ndtvprofit.com,https://www.ndtvprofit.com/markets/market-cap-of-seven-most-valued-firms-jumps-by-rs-118-lakh-crore-check-biggest-winners,"Reliance Industries, HDFC Bank, Tata Consultancy Services (TCS), Bharti Airtel, State Bank of India, Infosys and Life Insurance Corporation of India (LIC) were the winners",positive,0.783971
2025-09-21,"Mcap: 7 of top-10 most valued firms jumps by ₹1.18 lakh cr; SBI, Airtel biggest winners",NewsAPI - BusinessLine,https://www.thehindubusinessline.com/markets/mcap-7-of-top-10-most-valued-firms-jumps-by-118-lakh-cr-sbi-airtel-biggest-winners/article70076401.ece,"Last week, the BSE benchmark surged 721.53 points or 0.88 per cent.",positive,0.925001
2025-09-21,"Mcap of seven of top-10 most valued firms jumps by Rs 1.18 lakh cr; SBI, Airtel biggest winners",NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-seven-of-top-10-most-valued-firms-jumps-by-rs-1-18-lakh-cr-sbi-airtel-biggest-winners/articleshow/124024393.cms,"The combined market valuation of seven of the top-10 most valued firms jumped by Rs 1,18,328.29 crore last week, with State Bank of India and Bharti Airtel emerging as the biggest gainers, amid an optimistic trend in equities.",positive,0.941331
2025-09-21,Trump's H-1B visa crackdown upends Indian IT industry's playbook,NewsAPI - Yahoo Entertainment,https://sg.news.yahoo.com/trumps-h-1b-visa-crackdown-150524119.html,BENGALURU (Reuters) -India's $283 billion information technology sector will have to overhaul its decades-old strategy of rotating skilled talent into U.S...,negative,0.687131
2025-09-21,Ahead of Market: 10 things that will decide D-Street action on Monday,NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124027591.cms,"Indian equities ended lower on Friday, with the Sensex down 387.73 points (0.47%) at 82,626.23 and the Nifty 50 slipping 96.55 points (0.38%) to 25,327.05, snapping a three-day winning streak. Analysts noted profit booking amid Fed rate cut hopes and U.S.-Ind…",negative,0.972365
2025-09-21,UPI push sparks 377% rise in digital gold in 16 months,NewsAPI - The Times of India,https://economictimes.indiatimes.com/news/economy/finance/upi-push-sparks-377-rise-in-digital-gold-in-16-months/articleshow/124035177.cms,"Digital gold purchases have surged in popularity, with UPI transactions increasing by 377% since April 2024, driven by rising gold prices and the convenience of online buying. The value of these purchases has more than doubled, reaching ₹1,184 crore in August.",positive,0.943063
2025-09-21,【DPC KOBE】吉原哲平選手指導 ピックルボール｜初心者体験・初級＆中級練習会 9月追加開催,NewsAPI - Prtimes.jp,https://prtimes.jp/main/html/rd/p/000000309.000021838.html,"[株式会社ITC]
[画像1: https://prcdn.freetls.fastly.net/release_image/21838/309/21838-309-1b84dc656c2a691fc865c3f0b565df50-3753x1508.jpg?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&...",neutral,0.933232
