source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - BusinessLine,"Pick of Portfolio - October 26, 2025","Dear Readers, Apparently a crucial week lies ahead as globally investors focus on what Trump and Xi will have to say after their meeting this week, but based on current news flows it largely does appear they are likely to strike a conciliatory tone for the ti…",https://www.thehindubusinessline.com/newsletter/pick-of-blportfolio/pick-of-portfolio-october-26-2025/article70205721.ece,2025-10-26T15:24:15Z,positive,0.6673816442489624
NewsAPI - Ndtvprofit.com,"Nifty Finds Strong Support At 25,700","The benchmark NSE Nifty 50 index has found immediate support at 25,500–25,700 on the downside, according to analysts from Bajaj Broking Research. ""On the downside, the 25,500–25,700 zone is expected to act as a strong support area, backed by the 38.2% Fibonac…",https://www.ndtvprofit.com/markets/trade-setup-nse-nifty-50-bank-support-resistance-levels-outlook-october-27-2025,2025-10-26T12:37:05Z,positive,0.9200953841209412
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide D-Street action on Monday,"Indian markets saw mixed activity on Friday, with over 155 stocks hitting 52-week highs while 68 slipped to 52-week lows. Notable gainers included SCI, Hindalco, and Cummins India, while Ceat, Jindal Saw, Cipla, and HUL faced selling pressure. Overall sentime…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124825901.cms,2025-10-26T10:12:19Z,negative,0.9203037023544312
NewsAPI - Economictimes.com,3 technical stock picks for this week with potential upside of up to 13%,"Indian equities ended last week on a steady note, with the Nifty 50 forming a “doji” candle and holding above key support zones, a sign of resilience in the broader uptrend. According to Axis Securities, the index is expected to trade between 25,500–26,300 wi…",https://m.economictimes.com/markets/stocks/news/3-technical-stock-picks-for-this-week-with-potential-upside-of-up-to-13/stock-ideas/slideshow/124824686.cms,2025-10-26T08:16:23Z,positive,0.920870304107666
NewsAPI - The Times of India,Will Nifty hit fresh all-time high this week? 6 factors will seal the deal,"The Nifty 50 is nearing an all-time high, driven by expectations of a US Fed rate cut and easing FII selling. Strong domestic earnings and progress in trade talks, including potential India-US and US-China agreements, are bolstering bullish sentiment. Investo…",https://economictimes.indiatimes.com/markets/stocks/news/will-nifty-hit-all-time-record-high-this-week-6-factors-will-seal-the-deal/articleshow/124822119.cms,2025-10-26T04:36:22Z,positive,0.9475855231285095
NewsAPI - BusinessLine,SIPs have the edge amid market swings,"Consider this. The top five categories, with over ₹20 lakh crore in total corpus and which account for 60 per cent of the active equity mutual funds AUM (assets under management) have 158 schemes currently operational",https://www.thehindubusinessline.com/portfolio/sips-have-the-edge-amid-market-swings/article70202704.ece,2025-10-25T16:29:35Z,neutral,0.9221501350402832
NewsAPI - BusinessLine,F&O Tracker: Nifty futures & Nifty Bank futures may moderate before rallying,"Explore trading strategies for Nifty 50 and Nifty Bank, highlighting dips and potential rally opportunities amid market analysis.",https://www.thehindubusinessline.com/portfolio/commodity-analysis/fampo-tracker-a-dip-and-a-rally/article70201160.ece,2025-10-25T15:19:47Z,neutral,0.7979738712310791
NewsAPI - BusinessLine,"Index Outlook: Nifty, Sensex, Nifty Bank can see short-lived correction & resume uptrend","Nifty, Sensex, and Nifty Bank may face short-term corrections but are expected to resume their upward trajectories.",https://www.thehindubusinessline.com/portfolio/technical-analysis/index-outlook-brief-pause/article70200862.ece,2025-10-25T15:17:19Z,negative,0.6434218883514404
NewsAPI - BusinessLine,Gold vs Equities: 55 years of data suggest continued outperformance over S&P 500 and Nifty 50,Join our exclusive webinar as Hari Viswanath explores India's equity lull and the rising gold market for savvy investors.,https://www.thehindubusinessline.com/multimedia/video/gold-vs-equities-55-years-of-data-suggest-continued-outperformance-over-sampp-500-and-nifty-50/article70201180.ece,2025-10-25T10:24:35Z,neutral,0.8216553330421448
NewsAPI - BusinessLine,Nifty and Bank Nifty Prediction for the week 27 Oct’25 to 31 Oct’25 by BL GURU,"The rise to 26,100 on the Nifty 50 happened exactly in line with our forecast last week . As predicted, the index touched a high of 26,104 before turning lower — indicating a short-term correction is underway.  In this week’s #BLGuru market outlook, we brea…",https://www.thehindubusinessline.com/multimedia/video/nifty-and-bank-nifty-prediction-for-the-week27-oct25-to-31-oct25-by-bl-guru/article70201250.ece,2025-10-25T10:19:55Z,negative,0.8715132474899292
NewsAPI - BusinessLine,"FPIs turn net sellers on Friday, pull out ₹1,167 crore from Indian markets","The selling on October 24 was primarily led by equities, where FPIs pulled out ₹796.83 crore, marking a sharp reversal from the net inflow of ₹764.34 crore recorded on October 23",https://www.thehindubusinessline.com/markets/stock-markets/fpis-turn-net-sellers-on-friday-pull-out-1167-crore-from-indian-markets/article70201195.ece,2025-10-25T10:08:11Z,positive,0.5658363103866577
NewsAPI - Ndtvprofit.com,"Fed Rate Decision, Trump-Xi Jinping Meet, Q2 Earnings, Orkla IPO: The Week Ahead","The week ahead is poised for significant action with a heavy line-up of corporate results, a jam-packed economic calendar, and a key IPO. The markets will closely watch for signals from the high-level meeting between US President Donald Trump and Chinese Pres…",https://www.ndtvprofit.com/markets/fed-rate-decision-trump-xi-jinping-meet-q2-earnings-orkla-ipo-the-week-ahead,2025-10-25T09:32:05Z,neutral,0.8419724106788635
NewsAPI - Ndtvprofit.com,FPIs Turn Net Buyers Despite A Fall In Markets,"The foreign portfolio investors on Friday turned net buyers of Indian shares after a day of selling. The FPIs bought stocks worth approximately Rs 621.51 crore, according to provisional data from the National Stock Exchange. The DIIs stayed net buyers for the…",https://www.ndtvprofit.com/markets/fpis-turn-net-buyers-despite-a-fall-in-markets,2025-10-24T15:17:10Z,negative,0.605059027671814
NewsAPI - BusinessLine,"Top gainers & losers today, 24 October: Bharti Airtel, ICICI Bank lead gains; Hindustan Unilever, UltraTech Cement decline","Top gainers and losers for October 24 reveal Bharti Airtel and ICICI Bank rising, while Hindustan Unilever and UltraTech Cement fall.",https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bhartiartl-icicibank-sunpharma-24-october-2025/article70198080.ece,2025-10-24T14:30:43Z,negative,0.9553024172782898
NewsAPI - BusinessLine,Markets snap six-day rally as trade policy concerns trigger profit booking,"Sectoral performance was mixed, with Nifty Metal emerging as the top gainer, rising 1.03 per cent, while Nifty Healthcare and Nifty Private Banks were the worst performers",https://www.thehindubusinessline.com/markets/stock-markets/markets-snap-six-day-rally-as-trade-policy-concerns-trigger-profit-booking/article70198068.ece,2025-10-24T14:28:01Z,negative,0.9602370858192444
NewsAPI - Fortune,"Debt financing in AI is a signal tech’s bull market is ‘getting weaker and weaker as the days go by,’ Morgan Stanley CIO says","“The landscape has suddenly gotten a lot, lot, lot more complicated” for tech stocks going forward, Lisa Shalett says.",https://fortune.com/2025/10/24/debt-financing-ai-tech-stock-market-weaker-morgan-stanley/,2025-10-24T13:22:14Z,negative,0.9166688323020935
NewsAPI - Fortune,Cognizant CEO Ravi Kumar S on the ‘Hollywood model’ and going with your gut,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/10/24/cognizant-ceo-ravi-kumar-s-on-the-hollywood-model-and-going-with-your-gut/,2025-10-24T12:46:44Z,neutral,0.9303907752037048
NewsAPI - Ndtvprofit.com,"Coforge Q2 Results: Profit Rises 18%; Interim Dividend Declared - Check Record Date, Other Details",Colgate Ltd. on Friday has announced an interim dividend of Rs 4 per equity share for the fiscal 2026. The company announced distribution of nearly Rs 133.84 crore to shareholders.,https://www.ndtvprofit.com/quarterly-earnings/coforge-q2-results-profit-rises-18-interim-dividend-declared-check-record-date-other-details,2025-10-24T10:41:31Z,positive,0.8154588937759399
NewsAPI - The Times of India,"Market Wrap: Sensex drops 344 pts, Nifty below 25,800 as profit-taking halts D-St rally","Indian stock markets experienced a dip on Friday, breaking a six-day winning streak as investors cashed in on recent gains. Both the Sensex and Nifty retreated from near-record highs, a pause following a rally driven by hopes of easing global trade friction a…",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-drops-344-pts-nifty-below-25800-as-profit-taking-halts-d-st-rally/articleshow/124783140.cms,2025-10-24T10:22:18Z,negative,0.9708613157272339
